theme,group_path,display_name,layer_name,id,type,service_url,public,image_type,min_resolution_hint,max_resolution_hint,queryable,ogc_server,metadata_url,publication_date,last_update_date,revision,metadata_json,dimensions_json,child_layers_json
Pianificazione e sviluppo territoriale,Pianificazione e sviluppo territoriale > Pianificazione e sviluppo territoriale > Piani regolatori > Gambarogno Lalpt,Gambarogno Lalpt - Piano particolareggiato (PP6),ti.028b_1.zp100064_pp6,831,WMS,,True,image/png,0.0,999999999.0,,ti_028b_1_version1_0_mn95_ZP100064,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti-028b_1-piano_regolatore_gambarogno_lalpt.html,,26.11.2025 Atto pianificatorio conforme all'ultima decisione del 26.11.2025 Norme di attuazione (NAPR): PR INTERSEZIONALE GAMBAROGNO LALPT Legenda: consultare i singoli livelli Informazioni ID geodato TI-028b.1 Geocategoria eCH-0166 E1 Pianificazione e sviluppo territoriale Selezione della scala dei valori - Servizio competente Ufficio della pianificazione locale (UPL) Metadati - Descrizione dettagliata Sito tematico Servizio di telecaricamento Web Feature Service (WFS) Distribuzione dei dati Link per le fonti dei dati Servizio di rappresentazione Web Map Service (WMS) Stato d'attualità 26.11.2025,,"{""disclaimer"":""Per completezza di informazioni è necessario attivare anche il geodato \""Aree pianificate dai progetti stradali cantonali\"" (prevalente sui piani regolatori)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pp6.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pp6.png""}",{},"[{""name"":""pr_pp6_vgeo_elemento_linea"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pp6_vgeo_zona_sovrapposta_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pp6_vgeo_zona_base_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Pianificazione e sviluppo territoriale,Pianificazione e sviluppo territoriale > Pianificazione e sviluppo territoriale > Piani regolatori > Gambarogno Lalpt,Gambarogno Lalpt - Piano traf. EP-AP Caviano,ti.028b_1.zp100064_pt_ca_,846,WMS,,True,image/png,0.0,999999999.0,,ti_028b_1_version1_0_mn95_ZP100064,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti-028b_1-piano_regolatore_gambarogno_lalpt.html,,26.11.2025 Atto pianificatorio conforme all'ultima decisione del 26.11.2025 Norme di attuazione (NAPR): PR INTERSEZIONALE GAMBAROGNO LALPT Legenda: consultare i singoli livelli Informazioni ID geodato TI-028b.1 Geocategoria eCH-0166 E1 Pianificazione e sviluppo territoriale Selezione della scala dei valori - Servizio competente Ufficio della pianificazione locale (UPL) Metadati - Descrizione dettagliata Sito tematico Servizio di telecaricamento Web Feature Service (WFS) Distribuzione dei dati Link per le fonti dei dati Servizio di rappresentazione Web Map Service (WMS) Stato d'attualità 26.11.2025,,"{""disclaimer"":""Per completezza di informazioni è necessario attivare anche il geodato \""Aree pianificate dai progetti stradali cantonali\"" (prevalente sui piani regolatori)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pt_ca_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pt_ca_.png""}",{},"[{""name"":""pr_pt_ca__vgeo_elemento_linea"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_ca__vgeo_zona_sovrapposta_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_ca__vgeo_zona_base_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Pianificazione e sviluppo territoriale,Pianificazione e sviluppo territoriale > Pianificazione e sviluppo territoriale > Piani regolatori > Gambarogno Lalpt,Gambarogno Lalpt - Piano traf. EP-AP Gerra G.,ti.028b_1.zp100064_pt_ge_,824,WMS,,True,image/png,0.0,999999999.0,,ti_028b_1_version1_0_mn95_ZP100064,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti-028b_1-piano_regolatore_gambarogno_lalpt.html,,26.11.2025 Atto pianificatorio conforme all'ultima decisione del 26.11.2025 Norme di attuazione (NAPR): PR INTERSEZIONALE GAMBAROGNO LALPT Legenda: consultare i singoli livelli Informazioni ID geodato TI-028b.1 Geocategoria eCH-0166 E1 Pianificazione e sviluppo territoriale Selezione della scala dei valori - Servizio competente Ufficio della pianificazione locale (UPL) Metadati - Descrizione dettagliata Sito tematico Servizio di telecaricamento Web Feature Service (WFS) Distribuzione dei dati Link per le fonti dei dati Servizio di rappresentazione Web Map Service (WMS) Stato d'attualità 26.11.2025,,"{""disclaimer"":""Per completezza di informazioni è necessario attivare anche il geodato \""Aree pianificate dai progetti stradali cantonali\"" (prevalente sui piani regolatori)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pt_ge_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pt_ge_.png""}",{},"[{""name"":""pr_pt_ge__vgeo_elemento_linea"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_ge__vgeo_elemento_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_ge__vgeo_zona_sovrapposta_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_ge__vgeo_zona_base_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Pianificazione e sviluppo territoriale,Pianificazione e sviluppo territoriale > Pianificazione e sviluppo territoriale > Piani regolatori > Gambarogno Lalpt,Gambarogno Lalpt - Piano traf. EP-AP Indemini,ti.028b_1.zp100064_pt_in_,820,WMS,,True,image/png,0.0,999999999.0,,ti_028b_1_version1_0_mn95_ZP100064,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti-028b_1-piano_regolatore_gambarogno_lalpt.html,,26.11.2025 Atto pianificatorio conforme all'ultima decisione del 26.11.2025 Norme di attuazione (NAPR): PR INTERSEZIONALE GAMBAROGNO LALPT Legenda: consultare i singoli livelli Informazioni ID geodato TI-028b.1 Geocategoria eCH-0166 E1 Pianificazione e sviluppo territoriale Selezione della scala dei valori - Servizio competente Ufficio della pianificazione locale (UPL) Metadati - Descrizione dettagliata Sito tematico Servizio di telecaricamento Web Feature Service (WFS) Distribuzione dei dati Link per le fonti dei dati Servizio di rappresentazione Web Map Service (WMS) Stato d'attualità 26.11.2025,,"{""disclaimer"":""Per completezza di informazioni è necessario attivare anche il geodato \""Aree pianificate dai progetti stradali cantonali\"" (prevalente sui piani regolatori)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pt_in_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pt_in_.png""}",{},"[{""name"":""pr_pt_in__vgeo_elemento_linea"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_in__vgeo_zona_base_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Pianificazione e sviluppo territoriale,Pianificazione e sviluppo territoriale > Pianificazione e sviluppo territoriale > Piani regolatori > Gambarogno Lalpt,Gambarogno Lalpt - Piano traf. EP-AP Magadino,ti.028b_1.zp100064_pt_ma_,834,WMS,,True,image/png,0.0,999999999.0,,ti_028b_1_version1_0_mn95_ZP100064,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti-028b_1-piano_regolatore_gambarogno_lalpt.html,,26.11.2025 Atto pianificatorio conforme all'ultima decisione del 26.11.2025 Norme di attuazione (NAPR): PR INTERSEZIONALE GAMBAROGNO LALPT Legenda: consultare i singoli livelli Informazioni ID geodato TI-028b.1 Geocategoria eCH-0166 E1 Pianificazione e sviluppo territoriale Selezione della scala dei valori - Servizio competente Ufficio della pianificazione locale (UPL) Metadati - Descrizione dettagliata Sito tematico Servizio di telecaricamento Web Feature Service (WFS) Distribuzione dei dati Link per le fonti dei dati Servizio di rappresentazione Web Map Service (WMS) Stato d'attualità 26.11.2025,,"{""disclaimer"":""Per completezza di informazioni è necessario attivare anche il geodato \""Aree pianificate dai progetti stradali cantonali\"" (prevalente sui piani regolatori)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pt_ma_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pt_ma_.png""}",{},"[{""name"":""pr_pt_ma__vgeo_elemento_punto"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_ma__vgeo_elemento_linea"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_ma__vgeo_elemento_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_ma__vgeo_zona_sovrapposta_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_ma__vgeo_zona_base_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Pianificazione e sviluppo territoriale,Pianificazione e sviluppo territoriale > Pianificazione e sviluppo territoriale > Piani regolatori > Gambarogno Lalpt,Gambarogno Lalpt - Piano traf. EP-AP Piazzogna,ti.028b_1.zp100064_pt_pi_,817,WMS,,True,image/png,0.0,999999999.0,,ti_028b_1_version1_0_mn95_ZP100064,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti-028b_1-piano_regolatore_gambarogno_lalpt.html,,26.11.2025 Atto pianificatorio conforme all'ultima decisione del 26.11.2025 Norme di attuazione (NAPR): PR INTERSEZIONALE GAMBAROGNO LALPT Legenda: consultare i singoli livelli Informazioni ID geodato TI-028b.1 Geocategoria eCH-0166 E1 Pianificazione e sviluppo territoriale Selezione della scala dei valori - Servizio competente Ufficio della pianificazione locale (UPL) Metadati - Descrizione dettagliata Sito tematico Servizio di telecaricamento Web Feature Service (WFS) Distribuzione dei dati Link per le fonti dei dati Servizio di rappresentazione Web Map Service (WMS) Stato d'attualità 26.11.2025,,"{""disclaimer"":""Per completezza di informazioni è necessario attivare anche il geodato \""Aree pianificate dai progetti stradali cantonali\"" (prevalente sui piani regolatori)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pt_pi_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pt_pi_.png""}",{},"[{""name"":""pr_pt_pi__vgeo_elemento_linea"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_pi__vgeo_zona_sovrapposta_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_pi__vgeo_zona_base_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Pianificazione e sviluppo territoriale,Pianificazione e sviluppo territoriale > Pianificazione e sviluppo territoriale > Piani regolatori > Gambarogno Lalpt,Gambarogno Lalpt - Piano traf. EP-AP S. Abbondio,ti.028b_1.zp100064_pt_sa_,809,WMS,,True,image/png,0.0,999999999.0,,ti_028b_1_version1_0_mn95_ZP100064,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti-028b_1-piano_regolatore_gambarogno_lalpt.html,,26.11.2025 Atto pianificatorio conforme all'ultima decisione del 26.11.2025 Norme di attuazione (NAPR): PR INTERSEZIONALE GAMBAROGNO LALPT Legenda: consultare i singoli livelli Informazioni ID geodato TI-028b.1 Geocategoria eCH-0166 E1 Pianificazione e sviluppo territoriale Selezione della scala dei valori - Servizio competente Ufficio della pianificazione locale (UPL) Metadati - Descrizione dettagliata Sito tematico Servizio di telecaricamento Web Feature Service (WFS) Distribuzione dei dati Link per le fonti dei dati Servizio di rappresentazione Web Map Service (WMS) Stato d'attualità 26.11.2025,,"{""disclaimer"":""Per completezza di informazioni è necessario attivare anche il geodato \""Aree pianificate dai progetti stradali cantonali\"" (prevalente sui piani regolatori)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pt_sa_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pt_sa_.png""}",{},"[{""name"":""pr_pt_sa__vgeo_elemento_linea"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_sa__vgeo_zona_sovrapposta_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_sa__vgeo_zona_base_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Pianificazione e sviluppo territoriale,Pianificazione e sviluppo territoriale > Pianificazione e sviluppo territoriale > Piani regolatori > Gambarogno Lalpt,Gambarogno Lalpt - Piano traf. EP-AP S. Nazzaro,ti.028b_1.zp100064_pt_sn_,826,WMS,,True,image/png,0.0,999999999.0,,ti_028b_1_version1_0_mn95_ZP100064,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti-028b_1-piano_regolatore_gambarogno_lalpt.html,,26.11.2025 Atto pianificatorio conforme all'ultima decisione del 26.11.2025 Norme di attuazione (NAPR): PR INTERSEZIONALE GAMBAROGNO LALPT Legenda: consultare i singoli livelli Informazioni ID geodato TI-028b.1 Geocategoria eCH-0166 E1 Pianificazione e sviluppo territoriale Selezione della scala dei valori - Servizio competente Ufficio della pianificazione locale (UPL) Metadati - Descrizione dettagliata Sito tematico Servizio di telecaricamento Web Feature Service (WFS) Distribuzione dei dati Link per le fonti dei dati Servizio di rappresentazione Web Map Service (WMS) Stato d'attualità 26.11.2025,,"{""disclaimer"":""Per completezza di informazioni è necessario attivare anche il geodato \""Aree pianificate dai progetti stradali cantonali\"" (prevalente sui piani regolatori)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pt_sn_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pt_sn_.png""}",{},"[{""name"":""pr_pt_sn__vgeo_elemento_linea"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_sn__vgeo_elemento_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_sn__vgeo_zona_sovrapposta_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_sn__vgeo_zona_base_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Pianificazione e sviluppo territoriale,Pianificazione e sviluppo territoriale > Pianificazione e sviluppo territoriale > Piani regolatori > Gambarogno Lalpt,Gambarogno Lalpt - Piano traf. EP-AP Vira G.,ti.028b_1.zp100064_pt_vi_,848,WMS,,True,image/png,0.0,999999999.0,,ti_028b_1_version1_0_mn95_ZP100064,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti-028b_1-piano_regolatore_gambarogno_lalpt.html,,26.11.2025 Atto pianificatorio conforme all'ultima decisione del 26.11.2025 Norme di attuazione (NAPR): PR INTERSEZIONALE GAMBAROGNO LALPT Legenda: consultare i singoli livelli Informazioni ID geodato TI-028b.1 Geocategoria eCH-0166 E1 Pianificazione e sviluppo territoriale Selezione della scala dei valori - Servizio competente Ufficio della pianificazione locale (UPL) Metadati - Descrizione dettagliata Sito tematico Servizio di telecaricamento Web Feature Service (WFS) Distribuzione dei dati Link per le fonti dei dati Servizio di rappresentazione Web Map Service (WMS) Stato d'attualità 26.11.2025,,"{""disclaimer"":""Per completezza di informazioni è necessario attivare anche il geodato \""Aree pianificate dai progetti stradali cantonali\"" (prevalente sui piani regolatori)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pt_vi_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pt_vi_.png""}",{},"[{""name"":""pr_pt_vi__vgeo_elemento_linea"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_vi__vgeo_zona_sovrapposta_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pt_vi__vgeo_zona_base_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Pianificazione e sviluppo territoriale,Pianificazione e sviluppo territoriale > Pianificazione e sviluppo territoriale > Piani regolatori > Gambarogno Lalpt,Gambarogno Lalpt - Piano zone Caviano,ti.028b_1.zp100064_pz_ca_,829,WMS,,True,image/png,0.0,999999999.0,,ti_028b_1_version1_0_mn95_ZP100064,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti-028b_1-piano_regolatore_gambarogno_lalpt.html,,26.11.2025 Atto pianificatorio conforme all'ultima decisione del 26.11.2025 Norme di attuazione (NAPR): PR INTERSEZIONALE GAMBAROGNO LALPT Legenda: consultare i singoli livelli Informazioni ID geodato TI-028b.1 Geocategoria eCH-0166 E1 Pianificazione e sviluppo territoriale Selezione della scala dei valori - Servizio competente Ufficio della pianificazione locale (UPL) Metadati - Descrizione dettagliata Sito tematico Servizio di telecaricamento Web Feature Service (WFS) Distribuzione dei dati Link per le fonti dei dati Servizio di rappresentazione Web Map Service (WMS) Stato d'attualità 26.11.2025,,"{""disclaimer"":""Per completezza di informazioni è necessario attivare anche il geodato \""Aree pianificate dai progetti stradali cantonali\"" (prevalente sui piani regolatori)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pz_ca_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pz_ca_.png""}",{},"[{""name"":""pr_pz_ca__vgeo_elemento_linea"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pz_ca__vgeo_zona_sovrapposta_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pz_ca__vgeo_zona_base_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Pianificazione e sviluppo territoriale,Pianificazione e sviluppo territoriale > Pianificazione e sviluppo territoriale > Piani regolatori > Gambarogno Lalpt,Gambarogno Lalpt - Piano zone Gerra G.,ti.028b_1.zp100064_pz_ge_,840,WMS,,True,image/png,0.0,999999999.0,,ti_028b_1_version1_0_mn95_ZP100064,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti-028b_1-piano_regolatore_gambarogno_lalpt.html,,26.11.2025 Atto pianificatorio conforme all'ultima decisione del 26.11.2025 Norme di attuazione (NAPR): PR INTERSEZIONALE GAMBAROGNO LALPT Legenda: consultare i singoli livelli Informazioni ID geodato TI-028b.1 Geocategoria eCH-0166 E1 Pianificazione e sviluppo territoriale Selezione della scala dei valori - Servizio competente Ufficio della pianificazione locale (UPL) Metadati - Descrizione dettagliata Sito tematico Servizio di telecaricamento Web Feature Service (WFS) Distribuzione dei dati Link per le fonti dei dati Servizio di rappresentazione Web Map Service (WMS) Stato d'attualità 26.11.2025,,"{""disclaimer"":""Per completezza di informazioni è necessario attivare anche il geodato \""Aree pianificate dai progetti stradali cantonali\"" (prevalente sui piani regolatori)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pz_ge_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pz_ge_.png""}",{},"[{""name"":""pr_pz_ge__vgeo_elemento_linea"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pz_ge__vgeo_elemento_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pz_ge__vgeo_zona_sovrapposta_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pz_ge__vgeo_zona_base_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Pianificazione e sviluppo territoriale,Pianificazione e sviluppo territoriale > Pianificazione e sviluppo territoriale > Piani regolatori > Gambarogno Lalpt,Gambarogno Lalpt - Piano zone Indemini,ti.028b_1.zp100064_pz_in_,851,WMS,,True,image/png,0.0,999999999.0,,ti_028b_1_version1_0_mn95_ZP100064,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti-028b_1-piano_regolatore_gambarogno_lalpt.html,,26.11.2025 Atto pianificatorio conforme all'ultima decisione del 26.11.2025 Norme di attuazione (NAPR): PR INTERSEZIONALE GAMBAROGNO LALPT Legenda: consultare i singoli livelli Informazioni ID geodato TI-028b.1 Geocategoria eCH-0166 E1 Pianificazione e sviluppo territoriale Selezione della scala dei valori - Servizio competente Ufficio della pianificazione locale (UPL) Metadati - Descrizione dettagliata Sito tematico Servizio di telecaricamento Web Feature Service (WFS) Distribuzione dei dati Link per le fonti dei dati Servizio di rappresentazione Web Map Service (WMS) Stato d'attualità 26.11.2025,,"{""disclaimer"":""Per completezza di informazioni è necessario attivare anche il geodato \""Aree pianificate dai progetti stradali cantonali\"" (prevalente sui piani regolatori)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pz_in_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pz_in_.png""}",{},"[{""name"":""pr_pz_in__vgeo_elemento_linea"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pz_in__vgeo_zona_sovrapposta_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pz_in__vgeo_zona_base_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Pianificazione e sviluppo territoriale,Pianificazione e sviluppo territoriale > Pianificazione e sviluppo territoriale > Piani regolatori > Gambarogno Lalpt,Gambarogno Lalpt - Piano zone Magadino,ti.028b_1.zp100064_pz_ma_,837,WMS,,True,image/png,0.0,999999999.0,,ti_028b_1_version1_0_mn95_ZP100064,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti-028b_1-piano_regolatore_gambarogno_lalpt.html,,26.11.2025 Atto pianificatorio conforme all'ultima decisione del 26.11.2025 Norme di attuazione (NAPR): PR INTERSEZIONALE GAMBAROGNO LALPT Legenda: consultare i singoli livelli Informazioni ID geodato TI-028b.1 Geocategoria eCH-0166 E1 Pianificazione e sviluppo territoriale Selezione della scala dei valori - Servizio competente Ufficio della pianificazione locale (UPL) Metadati - Descrizione dettagliata Sito tematico Servizio di telecaricamento Web Feature Service (WFS) Distribuzione dei dati Link per le fonti dei dati Servizio di rappresentazione Web Map Service (WMS) Stato d'attualità 26.11.2025,,"{""disclaimer"":""Per completezza di informazioni è necessario attivare anche il geodato \""Aree pianificate dai progetti stradali cantonali\"" (prevalente sui piani regolatori)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pz_ma_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_028b_1_version1_0_mn95/ti_028b_1_version1_0_mn95_ZP100064_pz_ma_.png""}",{},"[{""name"":""pr_pz_ma__vgeo_elemento_punto"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pz_ma__vgeo_elemento_linea"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pz_ma__vgeo_elemento_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pz_ma__vgeo_zona_sovrapposta_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""pr_pz_ma__vgeo_zona_base_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
