theme,group_path,display_name,layer_name,id,type,service_url,public,image_type,min_resolution_hint,max_resolution_hint,queryable,ogc_server,metadata_url,publication_date,last_update_date,revision,metadata_json,dimensions_json,child_layers_json
Agricoltura,Agricoltura > Agricoltura > Catasto viticolo,Catasto viticolo,ch_151_1_v2_0_catasto_viticolo_,1363,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ch_151_1_v2_0_catasto_viticolo.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ch_151_1_v2_0/ch_151_1_v2_0_catasto_viticolo_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ch_151_1_v2_0/ch_151_1_v2_0_catasto_viticolo_.png""}",,"[{""name"":""vgeo_vigneti"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Agricoltura,Agricoltura > Agricoltura > Gestione agricola: superfici d'utilizzazione,Superfici d'utilizzazione (annuale),ch_153_1_v3_0_gestione_agricola_superfici_utilizzazione_an,2009,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ch_153_1_v3_0_gestione_agricola_superfici_utilizzazione.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ch_153_1_v3_0/ch_153_1_v3_0_gestione_agricola_superfici_utilizzazione_an.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ch_153_1_v3_0/ch_153_1_v3_0_gestione_agricola_superfici_utilizzazione_an.png""}",,"[{""name"":""vgeo_superfici_utilizzazione_an"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Agricoltura,Agricoltura > Agricoltura > Gestione agricola: superfici d'utilizzazione,Superfici d'utilizzazione (d'estivazione),ch_153_1_v3_0_gestione_agricola_superfici_utilizzazione_es,2010,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ch_153_1_v3_0_gestione_agricola_superfici_utilizzazione.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ch_153_1_v3_0/ch_153_1_v3_0_gestione_agricola_superfici_utilizzazione_es.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ch_153_1_v3_0/ch_153_1_v3_0_gestione_agricola_superfici_utilizzazione_es.png""}",,"[{""name"":""vgeo_superfici_utilizzazione_es"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Agricoltura,Agricoltura > Agricoltura > Limiti delle zone agricole,Limiti delle zone agricole della Svizzera,ch.blw.landwirtschaftliche-zonengrenzen,548,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ch-ch-149_1-blw_landwirtschaftliche_zonengrenzen.html,,,,"{""disclaimer"":""[CH-149.1] Limiti delle zone agricole della Svizzera (Ufficio federale dell'agricoltura UFAG)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://api3.geo.admin.ch/static/images/legends/ch.blw.landwirtschaftliche-zonengrenzen_it.png""},""legend"":true,""legendImage"":""https://api3.geo.admin.ch/static/images/legends/ch.blw.landwirtschaftliche-zonengrenzen_it.png""}",,"[{""name"":""ch.blw.landwirtschaftliche-zonengrenzen"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Agricoltura,"Agricoltura > Agricoltura > Rilievi ""praTiva"" e contributo ""in situ""","Rilievi ""praTiva"" e contributo ""in situ""",ac_046_1_v1_0_rilievi_prativa_,1211,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_046_1_v1_0_rilievi_prativa.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_046_1_v1_0/ac_046_1_v1_0_rilievi_prativa_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_046_1_v1_0/ac_046_1_v1_0_rilievi_prativa_.png""}",,"[{""name"":""vgeo_rilievi_prativa"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Agricoltura,Agricoltura > Agricoltura > Vigneti in zone declive,Vigneti in zone declive,ch.blw.steil_terrassenlagen_rebbau,514,WMTS,https://wmts.geo.admin.ch/EPSG/2056/1.0.0/WMTSCapabilities.xml,True,image/png,,,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ch-ch-152_2-ch-blw-steil_terrassenlagen_rebbau.html,,,,"{""hiDPILegendImages"":{""100"":""https://api3.geo.admin.ch/static/images/legends/ch.blw.steil_terrassenlagen_rebbau_it.png""},""legend"":true,""legendImage"":""https://api3.geo.admin.ch/static/images/legends/ch.blw.steil_terrassenlagen_rebbau_it.png""}",{},
Agricoltura,Agricoltura > Agricoltura > Zone declive,Zone declive,ch.blw.hang_steillagen,515,WMTS,https://wmts.geo.admin.ch/EPSG/2056/1.0.0/WMTSCapabilities.xml,True,image/png,,,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ch-ch-152_1-blw_hang_steillagen.html,,,,"{""hiDPILegendImages"":{""100"":""https://api3.geo.admin.ch/static/images/legends/ch.blw.hang_steillagen_it.png""},""legend"":true,""legendImage"":""https://api3.geo.admin.ch/static/images/legends/ch.blw.hang_steillagen_it.png""}",{},
Altimetria,Altimetria > Altimetria > Altimetria (swissALTI3D),Classi pendenza maggiori di 30°,ch.swisstopo.hangneigung-ueber_30,1064,WMTS,https://wmts.geo.admin.ch/EPSG/2056/1.0.0/WMTSCapabilities.xml,True,image/png,,,,,,,,,"{""hiDPILegendImages"":{""100"":""https://api3.geo.admin.ch/static/images/legends/ch.swisstopo.hangneigung-ueber_30_it.png""},""legend"":true,""legendImage"":""https://api3.geo.admin.ch/static/images/legends/ch.swisstopo.hangneigung-ueber_30_it.png""}",{},
Altimetria,Altimetria > Altimetria > Altimetria (swissALTI3D),Ombreggiatura del rilievo - monodirezionale,ch.swisstopo.swissalti3d-reliefschattierung_monodirektional,1591,WMTS,https://wmts.geo.admin.ch/EPSG/2056/1.0.0/WMTSCapabilities.xml,True,image/png,,,,,,,,,"{""disclaimer"":""<a href='https://www.swisstopo.admin.ch/it/geodata/height/alti3d.html' target='_blank'>download dataset</a> - geodato Swisstopo""}",{},
Altimetria,Altimetria > Altimetria > Altimetria (swissALTI3D),Ombreggiatura del rilievo - multidirezionale,ch.swisstopo.swissalti3d-reliefschattierung,1592,WMTS,https://wmts.geo.admin.ch/EPSG/2056/1.0.0/WMTSCapabilities.xml,True,image/png,,,,,,,,,"{""disclaimer"":""<a href='https://www.swisstopo.admin.ch/it/geodata/height/alti3d.html' target='_blank'>download dataset</a> - geodato Swisstopo""}",{},
Altimetria,Altimetria > Altimetria > Curve di livello,Curve di livello - equidistanza 10 [m],ac_037_1_v1_0_curve_livello_10,563,WMS,,True,image/png,0.0,2.8,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_037_1_v1_0_curve_livello.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_037_1_v1_0/ac_037_1_v1_0_curve_livello_10.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_037_1_v1_0/ac_037_1_v1_0_curve_livello_10.png""}",,"[{""name"":""vgeo_curve_livello_10"",""minResolutionHint"":0.0,""maxResolutionHint"":2.8,""queryable"":true}]"
Altimetria,Altimetria > Altimetria > Curve di livello,Curve di livello - equidistanza 100 [m],ac_037_1_v1_0_curve_livello_100,562,WMS,,True,image/png,0.0,28000.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_037_1_v1_0_curve_livello.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_037_1_v1_0/ac_037_1_v1_0_curve_livello_100.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_037_1_v1_0/ac_037_1_v1_0_curve_livello_100.png""}",,"[{""name"":""vgeo_curve_livello_100"",""minResolutionHint"":0.0,""maxResolutionHint"":7.0,""queryable"":true},{""name"":""vgeo_curve_livello_500"",""minResolutionHint"":7.0,""maxResolutionHint"":28000.0,""queryable"":true}]"
Altimetria,Altimetria > Altimetria > Piani altitudinali,1000 - 1500 [m s.l.m],ac_044_1_v1_0_piani_altitudinali_1000_1500,1072,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_044_1_v1_0_piani_altitudinali.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_044_1_v1_0/ac_044_1_v1_0_piani_altitudinali_1000_1500.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_044_1_v1_0/ac_044_1_v1_0_piani_altitudinali_1000_1500.png""}",,"[{""name"":""vgeo_piani_altitudinali_1000_1500"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Altimetria,Altimetria > Altimetria > Piani altitudinali,1500 - 2000 [m s.l.m],ac_044_1_v1_0_piani_altitudinali_1500_2000,1073,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_044_1_v1_0_piani_altitudinali.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_044_1_v1_0/ac_044_1_v1_0_piani_altitudinali_1500_2000.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_044_1_v1_0/ac_044_1_v1_0_piani_altitudinali_1500_2000.png""}",,"[{""name"":""vgeo_piani_altitudinali_1500_2000"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Altimetria,Altimetria > Altimetria > Piani altitudinali,190 - 500 [m s.l.m],ac_044_1_v1_0_piani_altitudinali_190_500,1070,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_044_1_v1_0_piani_altitudinali.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_044_1_v1_0/ac_044_1_v1_0_piani_altitudinali_190_500.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_044_1_v1_0/ac_044_1_v1_0_piani_altitudinali_190_500.png""}",,"[{""name"":""vgeo_piani_altitudinali_190_500"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Altimetria,Altimetria > Altimetria > Piani altitudinali,2000 - 2500 [m s.l.m],ac_044_1_v1_0_piani_altitudinali_2000_2500,1074,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_044_1_v1_0_piani_altitudinali.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_044_1_v1_0/ac_044_1_v1_0_piani_altitudinali_2000_2500.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_044_1_v1_0/ac_044_1_v1_0_piani_altitudinali_2000_2500.png""}",,"[{""name"":""vgeo_piani_altitudinali_2000_2500"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Altimetria,Altimetria > Altimetria > Piani altitudinali,2500 - 3000 [m s.l.m],ac_044_1_v1_0_piani_altitudinali_2500_3000,1075,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_044_1_v1_0_piani_altitudinali.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_044_1_v1_0/ac_044_1_v1_0_piani_altitudinali_2500_3000.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_044_1_v1_0/ac_044_1_v1_0_piani_altitudinali_2500_3000.png""}",,"[{""name"":""vgeo_piani_altitudinali_2500_3000"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Altimetria,Altimetria > Altimetria > Piani altitudinali,3000 - 3500 [m s.l.m],ac_044_1_v1_0_piani_altitudinali_3000_3500,1077,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_044_1_v1_0_piani_altitudinali.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_044_1_v1_0/ac_044_1_v1_0_piani_altitudinali_3000_3500.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_044_1_v1_0/ac_044_1_v1_0_piani_altitudinali_3000_3500.png""}",,"[{""name"":""vgeo_piani_altitudinali_3000_3500"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Altimetria,Altimetria > Altimetria > Piani altitudinali,500 - 1000 [m s.l.m],ac_044_1_v1_0_piani_altitudinali_500_1000,1071,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_044_1_v1_0_piani_altitudinali.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_044_1_v1_0/ac_044_1_v1_0_piani_altitudinali_500_1000.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_044_1_v1_0/ac_044_1_v1_0_piani_altitudinali_500_1000.png""}",,"[{""name"":""vgeo_piani_altitudinali_500_1000"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Atmosfera, climatologia","Atmosfera, climatologia > Atmosfera, climatologia > Carta delle attitudini climatiche per l'agricoltura in Svizzera",Carta delle attitudini climatiche per l'agricoltura in Svizzera,ch.blw.klimaeignung-typ,1158,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ch-ch-077_1_ch.blw.klimaeignung-typ.html,,,,"{""disclaimer"":""[CH-077.1] Carta delle attitudini climatiche per l'agricoltura in Svizzera (Ufficio federale dell'agricoltura UFAG)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ch_077_1_version1_0_mn95/ch_077_1_version1_0_mn95.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ch_077_1_version1_0_mn95/ch_077_1_version1_0_mn95.png""}",,"[{""name"":""ch.blw.klimaeignung-typ"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Atmosfera, climatologia","Atmosfera, climatologia > Atmosfera, climatologia > Rilevamenti cantonali dell'inquinamento atmosferico (reti di rilevamento)",Stazioni di analisi della qualità dell’aria,ch_122_1_v1_1_stazioni_rilevamento_aria_,1342,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ch_122_1_v1_1_stazioni_rilevamento_aria.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ch_122_1_v1_1/ch_122_1_v1_1_stazioni_rilevamento_aria_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ch_122_1_v1_1/ch_122_1_v1_1_stazioni_rilevamento_aria_.png""}",,"[{""name"":""vgeo_stazioni_rilevamento_aria"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Bosco, flora, fauna","Bosco, flora, fauna > Bosco, flora, fauna > Accertamento del bosco",Accertamento generale eseguito,ti_030_1_v1_0_accertamento_bosco_accertamento_generale_eseguito,1693,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti_030_1_v1_0_accertamento_bosco.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_030_1_v1_0/ti_030_1_v1_0_accertamento_bosco_accertamento_generale_eseguito.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_030_1_v1_0/ti_030_1_v1_0_accertamento_bosco_accertamento_generale_eseguito.png""}",,"[{""name"":""vgeo_accertamento_generale_eseguito"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Bosco, flora, fauna","Bosco, flora, fauna > Bosco, flora, fauna > Accertamento del bosco",Accertamento puntuale,ti_030_1_v1_0_accertamento_bosco_accertamento_puntuale,1692,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti_030_1_v1_0_accertamento_bosco.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_030_1_v1_0/ti_030_1_v1_0_accertamento_bosco_accertamento_puntuale.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_030_1_v1_0/ti_030_1_v1_0_accertamento_bosco_accertamento_puntuale.png""}",,"[{""name"":""vgeo_accertamento_puntuale"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Bosco, flora, fauna","Bosco, flora, fauna > Bosco, flora, fauna > Accertamento del bosco",Limiti del bosco,ti_030_1_v1_0_accertamento_bosco_limite,1691,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti_030_1_v1_0_accertamento_bosco.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_030_1_v1_0/ti_030_1_v1_0_accertamento_bosco_limite.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_030_1_v1_0/ti_030_1_v1_0_accertamento_bosco_limite.png""}",,"[{""name"":""vgeo_limite_bosco"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Bosco, flora, fauna","Bosco, flora, fauna > Bosco, flora, fauna > Aule nel bosco",Aule nel bosco,ti_037_1_v1_0_aule_bosco,1994,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti_037_1_v1_0_aule_bosco.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_037_1_v1_0/ti_037_1_v1_0_aule_bosco_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_037_1_v1_0/ti_037_1_v1_0_aule_bosco_.png""}",,"[{""name"":""vgeo_aula_bosco"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Bosco, flora, fauna","Bosco, flora, fauna > Bosco, flora, fauna > Autorizzazioni di taglio del bosco",Autorizzazioni di taglio del bosco,ti_038_1_v1_0_autorizzazioni_taglio_bosco_,2243,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti_038_1_v1_0_autorizzazioni_taglio_bosco.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_038_1_v1_0/ti_038_1_v1_0_autorizzazioni_taglio_bosco_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_038_1_v1_0/ti_038_1_v1_0_autorizzazioni_taglio_bosco_.png""}",,"[{""name"":""vgeo_autorizzazioni_taglio_bosco"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Bosco, flora, fauna","Bosco, flora, fauna > Bosco, flora, fauna > Boschi di particolare pregio",Formazioni minoritarie,ti_006_1_v1_0_boschi_particolare_pregio_formazioni_minoritarie,1488,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti_006_1_v1_0_boschi_particolare_pregio.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_006_1_v1_0/ti_006_1_v1_0_boschi_particolare_pregio_formazioni_minoritarie.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_006_1_v1_0/ti_006_1_v1_0_boschi_particolare_pregio_formazioni_minoritarie.png""}",,"[{""name"":""vgeo_formazioni_minoritarie"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Bosco, flora, fauna","Bosco, flora, fauna > Bosco, flora, fauna > Boschi di particolare pregio",Lariceti pascolati,ti_006_1_v1_0_boschi_particolare_pregio_lariceti_pascolati,1489,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti_006_1_v1_0_boschi_particolare_pregio.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_006_1_v1_0/ti_006_1_v1_0_boschi_particolare_pregio_lariceti_pascolati.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_006_1_v1_0/ti_006_1_v1_0_boschi_particolare_pregio_lariceti_pascolati.png""}",,"[{""name"":""vgeo_lariceti_pascolati"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Bosco, flora, fauna","Bosco, flora, fauna > Bosco, flora, fauna > Boschi di particolare pregio",Selve castanili gestite,ti_006_1_v1_0_boschi_particolare_pregio_selve_castanili_gestite,1490,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti_006_1_v1_0_boschi_particolare_pregio.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_006_1_v1_0/ti_006_1_v1_0_boschi_particolare_pregio_selve_castanili_gestite.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_006_1_v1_0/ti_006_1_v1_0_boschi_particolare_pregio_selve_castanili_gestite.png""}",,"[{""name"":""vgeo_selve_gestite"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Bosco, flora, fauna","Bosco, flora, fauna > Bosco, flora, fauna > Bosco con funzione di svago",Bosco con funzione di svago,ti_029_1_v1_0_bosco_funzione_svago_,1482,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti_029_1_v1_0_bosco_funzione_svago.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_029_1_v1_0/ti_029_1_v1_0_bosco_funzione_svago_.png""},""isLegendExpanded"":false,""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_029_1_v1_0/ti_029_1_v1_0_bosco_funzione_svago_.png""}",,"[{""name"":""vgeo_bosco_svago"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Bosco, flora, fauna","Bosco, flora, fauna > Bosco, flora, fauna > Bosco di protezione",Comprensori - SilvaProtect,ti_007_1_v1_0_bosco_protezione_comprensori,1561,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti_007_1_v1_0_bosco_protezione.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_007_1_v1_0/ti_007_1_v1_0_bosco_protezione_comprensori.png""},""isLegendExpanded"":true,""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_007_1_v1_0/ti_007_1_v1_0_bosco_protezione_comprensori.png""}",,"[{""name"":""vgeo_comprensori_silvaprotect"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Bosco, flora, fauna","Bosco, flora, fauna > Bosco, flora, fauna > Bosco di protezione > Bosco SilvaProtect",Bosco di protezione diretta,ti_007_1_v1_0_bosco_protezione_silvaprotect_protezione_diretta,1562,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti_007_1_v1_0_bosco_protezione.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_007_1_v1_0/ti_007_1_v1_0_bosco_protezione_silvaprotect_protezione_diretta.png""},""isLegendExpanded"":true,""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_007_1_v1_0/ti_007_1_v1_0_bosco_protezione_silvaprotect_protezione_diretta.png""}",,"[{""name"":""vgeo_bosco_silvaprotect_protezione_diretta"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
